Fecha;Territorio;Medida;Valor;
14/03/2020;Malaga;Total UCI;;
14/03/2020;Malaga;Fallecimientos;4;
14/03/2020;Malaga;Curados;;
14/03/2020;Malaga;Nuevos casos;52;
14/03/2020;Sevilla;Confirmados;62;
14/03/2020;Sevilla;Hospitalizados;15;
14/03/2020;Sevilla;Total UCI;;
14/03/2020;Sevilla;Fallecimientos;0;
14/03/2020;Sevilla;Curados;;
14/03/2020;Sevilla;Nuevos casos;33;
13/03/2020;Spain;Confirmados;5844;
13/03/2020;Spain;Hospitalizados;2396;
13/03/2020;Spain;Total UCI;321;
13/03/2020;Spain;Fallecimientos;134;
13/03/2020;Spain;Curados;512;
13/03/2020;Spain;Nuevos casos;1714;
13/03/2020;Andalucia;Confirmados;269;
13/03/2020;Andalucia;Hospitalizados;75;
13/03/2020;Andalucia;Total UCI;;
13/03/2020;Andalucia;Fallecimientos;2;
13/03/2020;Andalucia;Curados;;
13/03/2020;Andalucia;Nuevos casos;111;
13/03/2020;Almeria;Confirmados;13;
13/03/2020;Almeria;Hospitalizados;0;
13/03/2020;Almeria;Total UCI;;
13/03/2020;Almeria;Fallecimientos;0;
13/03/2020;Almeria;Curados;;
13/03/2020;Almeria;Nuevos casos;9;
13/03/2020;Cadiz;Confirmados;21;
13/03/2020;Cadiz;Hospitalizados;2;
13/03/2020;Cadiz;Total UCI;;
13/03/2020;Cadiz;Fallecimientos;0;
13/03/2020;Cadiz;Curados;;
13/03/2020;Cadiz;Nuevos casos;10;
13/03/2020;Cordoba;Confirmados;18;
13/03/2020;Cordoba;Hospitalizados;3;
13/03/2020;Cordoba;Total UCI;;
13/03/2020;Cordoba;Fallecimientos;0;
13/03/2020;Cordoba;Curados;;
13/03/2020;Cordoba;Nuevos casos;15;
13/03/2020;Granada;Confirmados;22;
13/03/2020;Granada;Hospitalizados;6;
13/03/2020;Granada;Total UCI;;
13/03/2020;Granada;Fallecimientos;0;
13/03/2020;Granada;Curados;;
13/03/2020;Granada;Nuevos casos;9;
13/03/2020;Huelva;Confirmados;4;
13/03/2020;Huelva;Hospitalizados;0;
13/03/2020;Huelva;Total UCI;;
13/03/2020;Huelva;Fallecimientos;0;
13/03/2020;Huelva;Curados;;
13/03/2020;Huelva;Nuevos casos;2;
13/03/2020;Jaen;Confirmados;34;
13/03/2020;Jaen;Hospitalizados;10;
13/03/2020;Jaen;Total UCI;;
13/03/2020;Jaen;Fallecimientos;0;
13/03/2020;Jaen;Curados;;
13/03/2020;Jaen;Nuevos casos;17;
13/03/2020;Malaga;Confirmados;128;
13/03/2020;Malaga;Hospitalizados;46;
13/03/2020;Malaga;Total UCI;;
13/03/2020;Malaga;Fallecimientos;2;
13/03/2020;Malaga;Curados;;
13/03/2020;Malaga;Nuevos casos;31;
13/03/2020;Sevilla;Confirmados;29;
13/03/2020;Sevilla;Hospitalizados;8;
13/03/2020;Sevilla;Total UCI;;
13/03/2020;Sevilla;Fallecimientos;0;
13/03/2020;Sevilla;Curados;;
13/03/2020;Sevilla;Nuevos casos;18;
12/03/2020;Spain;Confirmados;4130;
12/03/2020;Spain;Hospitalizados;2106;
12/03/2020;Spain;Total UCI;290;
12/03/2020;Spain;Fallecimientos;120;
12/03/2020;Spain;Curados;181;
12/03/2020;Spain;Nuevos casos;1201;
12/03/2020;Andalucia;Confirmados;158;
12/03/2020;Andalucia;Hospitalizados;;
12/03/2020;Andalucia;Total UCI;;
12/03/2020;Andalucia;Fallecimientos;0;
12/03/2020;Andalucia;Curados;;
12/03/2020;Andalucia;Nuevos casos;;
12/03/2020;Almeria;Confirmados;4;
12/03/2020;Almeria;Hospitalizados;;
12/03/2020;Almeria;Total UCI;;
12/03/2020;Almeria;Fallecimientos;0;
12/03/2020;Almeria;Curados;;
12/03/2020;Almeria;Nuevos casos;;
12/03/2020;Cadiz;Confirmados;11;
12/03/2020;Cadiz;Hospitalizados;;
12/03/2020;Cadiz;Total UCI;;
12/03/2020;Cadiz;Fallecimientos;0;
12/03/2020;Cadiz;Curados;;
12/03/2020;Cadiz;Nuevos casos;;
12/03/2020;Cordoba;Confirmados;3;
12/03/2020;Cordoba;Hospitalizados;;
12/03/2020;Cordoba;Total UCI;;
12/03/2020;Cordoba;Fallecimientos;0;
12/03/2020;Cordoba;Curados;;
12/03/2020;Cordoba;Nuevos casos;;
12/03/2020;Granada;Confirmados;13;
12/03/2020;Granada;Hospitalizados;;
12/03/2020;Granada;Total UCI;;
12/03/2020;Granada;Fallecimientos;0;
12/03/2020;Granada;Curados;;
12/03/2020;Granada;Nuevos casos;;
12/03/2020;Huelva;Confirmados;2;
12/03/2020;Huelva;Hospitalizados;;
12/03/2020;Huelva;Total UCI;;
12/03/2020;Huelva;Fallecimientos;0;
12/03/2020;Huelva;Curados;;
12/03/2020;Huelva;Nuevos casos;;
12/03/2020;Jaen;Confirmados;17;
12/03/2020;Jaen;Hospitalizados;;
12/03/2020;Jaen;Total UCI;;
12/03/2020;Jaen;Fallecimientos;0;
12/03/2020;Jaen;Curados;;
12/03/2020;Jaen;Nuevos casos;;
12/03/2020;Malaga;Confirmados;97;
12/03/2020;Malaga;Hospitalizados;;
12/03/2020;Malaga;Total UCI;;
12/03/2020;Malaga;Fallecimientos;0;
12/03/2020;Malaga;Curados;;
12/03/2020;Malaga;Nuevos casos;;
12/03/2020;Sevilla;Confirmados;11;
12/03/2020;Sevilla;Hospitalizados;;
12/03/2020;Sevilla;Total UCI;;
12/03/2020;Sevilla;Fallecimientos;0;
12/03/2020;Sevilla;Curados;;
12/03/2020;Sevilla;Nuevos casos;;
11/03/2020;Spain;Confirmados;2929;
11/03/2020;Spain;Hospitalizados;609;
11/03/2020;Spain;Total UCI;201;
11/03/2020;Spain;Fallecimientos;84;
11/03/2020;Spain;Curados;189;
11/03/2020;Spain;Nuevos casos;812;
11/03/2020;Andalucia;Confirmados;95;
11/03/2020;Andalucia;Hospitalizados;;
11/03/2020;Andalucia;Total UCI;;
11/03/2020;Andalucia;Fallecimientos;0;
11/03/2020;Andalucia;Curados;;
11/03/2020;Andalucia;Nuevos casos;13;
11/03/2020;Almeria;Confirmados;3;
11/03/2020;Almeria;Hospitalizados;;
11/03/2020;Almeria;Total UCI;;
11/03/2020;Almeria;Fallecimientos;0;
11/03/2020;Almeria;Curados;;
11/03/2020;Almeria;Nuevos casos;;
11/03/2020;Cadiz;Confirmados;6;
11/03/2020;Cadiz;Hospitalizados;;
11/03/2020;Cadiz;Total UCI;;
11/03/2020;Cadiz;Fallecimientos;0;
11/03/2020;Cadiz;Curados;;
11/03/2020;Cadiz;Nuevos casos;4;
11/03/2020;Cordoba;Confirmados;2;
11/03/2020;Cordoba;Hospitalizados;;
11/03/2020;Cordoba;Total UCI;;
11/03/2020;Cordoba;Fallecimientos;0;
11/03/2020;Cordoba;Curados;;
11/03/2020;Cordoba;Nuevos casos;1;
11/03/2020;Granada;Confirmados;0;
11/03/2020;Granada;Hospitalizados;;
11/03/2020;Granada;Total UCI;;
11/03/2020;Granada;Fallecimientos;0;
11/03/2020;Granada;Curados;;
11/03/2020;Granada;Nuevos casos;;
11/03/2020;Huelva;Confirmados;1;
11/03/2020;Huelva;Hospitalizados;;
11/03/2020;Huelva;Total UCI;;
11/03/2020;Huelva;Fallecimientos;0;
11/03/2020;Huelva;Curados;;
11/03/2020;Huelva;Nuevos casos;;
11/03/2020;Jaen;Confirmados;10;
11/03/2020;Jaen;Hospitalizados;;
11/03/2020;Jaen;Total UCI;;
11/03/2020;Jaen;Fallecimientos;0;
11/03/2020;Jaen;Curados;;
11/03/2020;Jaen;Nuevos casos;;
11/03/2020;Malaga;Confirmados;67;
11/03/2020;Malaga;Hospitalizados;;
11/03/2020;Malaga;Total UCI;;
11/03/2020;Malaga;Fallecimientos;0;
11/03/2020;Malaga;Curados;;
11/03/2020;Malaga;Nuevos casos;8;
11/03/2020;Sevilla;Confirmados;6;
11/03/2020;Sevilla;Hospitalizados;;
11/03/2020;Sevilla;Total UCI;;
11/03/2020;Sevilla;Fallecimientos;0;
11/03/2020;Sevilla;Curados;;
11/03/2020;Sevilla;Nuevos casos;;
10/03/2020;Spain;Confirmados;2117;
10/03/2020;Spain;Hospitalizados;436;
10/03/2020;Spain;Total UCI;153;
10/03/2020;Spain;Fallecimientos;48;
10/03/2020;Spain;Curados;182;
10/03/2020;Spain;Nuevos casos;511;
10/03/2020;Andalucia;Confirmados;82;
10/03/2020;Andalucia;Hospitalizados;;
10/03/2020;Andalucia;Total UCI;;
10/03/2020;Andalucia;Fallecimientos;0;
10/03/2020;Andalucia;Curados;;
10/03/2020;Andalucia;Nuevos casos;23;
10/03/2020;Almeria;Confirmados;3;
10/03/2020;Almeria;Hospitalizados;;
10/03/2020;Almeria;Total UCI;;
10/03/2020;Almeria;Fallecimientos;0;
10/03/2020;Almeria;Curados;;
10/03/2020;Almeria;Nuevos casos;1;
10/03/2020;Cadiz;Confirmados;2;
10/03/2020;Cadiz;Hospitalizados;;
10/03/2020;Cadiz;Total UCI;;
10/03/2020;Cadiz;Fallecimientos;0;
10/03/2020;Cadiz;Curados;;
10/03/2020;Cadiz;Nuevos casos;;
10/03/2020;Cordoba;Confirmados;1;
10/03/2020;Cordoba;Hospitalizados;;
10/03/2020;Cordoba;Total UCI;;
10/03/2020;Cordoba;Fallecimientos;0;
10/03/2020;Cordoba;Curados;;
10/03/2020;Cordoba;Nuevos casos;1;
10/03/2020;Granada;Confirmados;0;
10/03/2020;Granada;Hospitalizados;;
10/03/2020;Granada;Total UCI;;
10/03/2020;Granada;Fallecimientos;0;
10/03/2020;Granada;Curados;;
10/03/2020;Granada;Nuevos casos;;
10/03/2020;Huelva;Confirmados;1;
10/03/2020;Huelva;Hospitalizados;;
10/03/2020;Huelva;Total UCI;;
10/03/2020;Huelva;Fallecimientos;0;
10/03/2020;Huelva;Curados;;
10/03/2020;Huelva;Nuevos casos;;
10/03/2020;Jaen;Confirmados;10;
10/03/2020;Jaen;Hospitalizados;;
10/03/2020;Jaen;Total UCI;;
10/03/2020;Jaen;Fallecimientos;0;
10/03/2020;Jaen;Curados;;
10/03/2020;Jaen;Nuevos casos;3;
10/03/2020;Malaga;Confirmados;59;
10/03/2020;Malaga;Hospitalizados;;
10/03/2020;Malaga;Total UCI;;
10/03/2020;Malaga;Fallecimientos;0;
10/03/2020;Malaga;Curados;;
10/03/2020;Malaga;Nuevos casos;17;
10/03/2020;Sevilla;Confirmados;6;
10/03/2020;Sevilla;Hospitalizados;;
10/03/2020;Sevilla;Total UCI;;
10/03/2020;Sevilla;Fallecimientos;0;
10/03/2020;Sevilla;Curados;;
10/03/2020;Sevilla;Nuevos casos;1;
09/03/2020;Spain;Confirmados;1606;
09/03/2020;Spain;Hospitalizados;171;
09/03/2020;Spain;Total UCI;110;
09/03/2020;Spain;Fallecimientos;36;
09/03/2020;Spain;Curados;135;
09/03/2020;Spain;Nuevos casos;600;
09/03/2020;Andalucia;Confirmados;59;
09/03/2020;Andalucia;Hospitalizados;;
09/03/2020;Andalucia;Total UCI;;
09/03/2020;Andalucia;Fallecimientos;0;
09/03/2020;Andalucia;Curados;;
09/03/2020;Andalucia;Nuevos casos;18;
09/03/2020;Almeria;Confirmados;2;
09/03/2020;Almeria;Hospitalizados;;
09/03/2020;Almeria;Total UCI;;
09/03/2020;Almeria;Fallecimientos;0;
09/03/2020;Almeria;Curados;;
09/03/2020;Almeria;Nuevos casos;1;
09/03/2020;Cadiz;Confirmados;2;
09/03/2020;Cadiz;Hospitalizados;;
09/03/2020;Cadiz;Total UCI;;
09/03/2020;Cadiz;Fallecimientos;0;
09/03/2020;Cadiz;Curados;;
09/03/2020;Cadiz;Nuevos casos;;
09/03/2020;Cordoba;Confirmados;0;
09/03/2020;Cordoba;Hospitalizados;;
09/03/2020;Cordoba;Total UCI;;
09/03/2020;Cordoba;Fallecimientos;0;
09/03/2020;Cordoba;Curados;;
09/03/2020;Cordoba;Nuevos casos;;
09/03/2020;Granada;Confirmados;0;
09/03/2020;Granada;Hospitalizados;;
09/03/2020;Granada;Total UCI;;
09/03/2020;Granada;Fallecimientos;0;
09/03/2020;Granada;Curados;;
09/03/2020;Granada;Nuevos casos;;
09/03/2020;Huelva;Confirmados;1;
09/03/2020;Huelva;Hospitalizados;;
09/03/2020;Huelva;Total UCI;;
09/03/2020;Huelva;Fallecimientos;0;
09/03/2020;Huelva;Curados;;
09/03/2020;Huelva;Nuevos casos;1;
09/03/2020;Jaen;Confirmados;7;
09/03/2020;Jaen;Hospitalizados;;
09/03/2020;Jaen;Total UCI;;
09/03/2020;Jaen;Fallecimientos;0;
09/03/2020;Jaen;Curados;;
09/03/2020;Jaen;Nuevos casos;1;
09/03/2020;Malaga;Confirmados;42;
09/03/2020;Malaga;Hospitalizados;;
09/03/2020;Malaga;Total UCI;;
09/03/2020;Malaga;Fallecimientos;0;
09/03/2020;Malaga;Curados;;
09/03/2020;Malaga;Nuevos casos;15;
09/03/2020;Sevilla;Confirmados;5;
09/03/2020;Sevilla;Hospitalizados;;
09/03/2020;Sevilla;Total UCI;;
09/03/2020;Sevilla;Fallecimientos;0;
09/03/2020;Sevilla;Curados;;
09/03/2020;Sevilla;Nuevos casos;;
08/03/2020;Spain;Confirmados;1006;
08/03/2020;Spain;Hospitalizados;153;
08/03/2020;Spain;Total UCI;82;
08/03/2020;Spain;Fallecimientos;28;
08/03/2020;Spain;Curados;23;
08/03/2020;Spain;Nuevos casos;480;
08/03/2020;Andalucia;Confirmados;41;
08/03/2020;Andalucia;Hospitalizados;;
08/03/2020;Andalucia;Total UCI;;
08/03/2020;Andalucia;Fallecimientos;0;
08/03/2020;Andalucia;Curados;;
08/03/2020;Andalucia;Nuevos casos;7;
08/03/2020;Almeria;Confirmados;1;
08/03/2020;Almeria;Hospitalizados;;
08/03/2020;Almeria;Total UCI;;
08/03/2020;Almeria;Fallecimientos;0;
08/03/2020;Almeria;Curados;;
08/03/2020;Almeria;Nuevos casos;;
08/03/2020;Cadiz;Confirmados;2;
08/03/2020;Cadiz;Hospitalizados;;
08/03/2020;Cadiz;Total UCI;;
08/03/2020;Cadiz;Fallecimientos;0;
08/03/2020;Cadiz;Curados;;
08/03/2020;Cadiz;Nuevos casos;1;
08/03/2020;Cordoba;Confirmados;0;
08/03/2020;Cordoba;Hospitalizados;;
08/03/2020;Cordoba;Total UCI;;
08/03/2020;Cordoba;Fallecimientos;0;
08/03/2020;Cordoba;Curados;;
08/03/2020;Cordoba;Nuevos casos;;
08/03/2020;Granada;Confirmados;0;
08/03/2020;Granada;Hospitalizados;;
08/03/2020;Granada;Total UCI;;
08/03/2020;Granada;Fallecimientos;0;
08/03/2020;Granada;Curados;;
08/03/2020;Granada;Nuevos casos;;
08/03/2020;Huelva;Confirmados;0;
08/03/2020;Huelva;Hospitalizados;;
08/03/2020;Huelva;Total UCI;;
08/03/2020;Huelva;Fallecimientos;0;
08/03/2020;Huelva;Curados;;
08/03/2020;Huelva;Nuevos casos;;
08/03/2020;Jaen;Confirmados;6;
08/03/2020;Jaen;Hospitalizados;;
08/03/2020;Jaen;Total UCI;;
08/03/2020;Jaen;Fallecimientos;0;
08/03/2020;Jaen;Curados;;
08/03/2020;Jaen;Nuevos casos;1;
08/03/2020;Malaga;Confirmados;27;
08/03/2020;Malaga;Hospitalizados;;
08/03/2020;Malaga;Total UCI;;
08/03/2020;Malaga;Fallecimientos;0;
08/03/2020;Malaga;Curados;;
08/03/2020;Malaga;Nuevos casos;5;
08/03/2020;Sevilla;Confirmados;5;
08/03/2020;Sevilla;Hospitalizados;;
08/03/2020;Sevilla;Total UCI;;
08/03/2020;Sevilla;Fallecimientos;0;
08/03/2020;Sevilla;Curados;;
08/03/2020;Sevilla;Nuevos casos;;
07/03/2020;Spain;Confirmados;526;
07/03/2020;Spain;Hospitalizados;146;
07/03/2020;Spain;Total UCI;9;
07/03/2020;Spain;Fallecimientos;;
07/03/2020;Spain;Curados;;
07/03/2020;Spain;Nuevos casos;140;
07/03/2020;Andalucia;Confirmados;34;
07/03/2020;Andalucia;Hospitalizados;;
07/03/2020;Andalucia;Total UCI;;
07/03/2020;Andalucia;Fallecimientos;0;
07/03/2020;Andalucia;Curados;;
07/03/2020;Andalucia;Nuevos casos;8;
07/03/2020;Almeria;Confirmados;1;
07/03/2020;Almeria;Hospitalizados;;
07/03/2020;Almeria;Total UCI;;
07/03/2020;Almeria;Fallecimientos;0;
07/03/2020;Almeria;Curados;;
07/03/2020;Almeria;Nuevos casos;;
07/03/2020;Cadiz;Confirmados;1;
07/03/2020;Cadiz;Hospitalizados;;
07/03/2020;Cadiz;Total UCI;;
07/03/2020;Cadiz;Fallecimientos;0;
07/03/2020;Cadiz;Curados;;
07/03/2020;Cadiz;Nuevos casos;1;
07/03/2020;Cordoba;Confirmados;0;
07/03/2020;Cordoba;Hospitalizados;;
07/03/2020;Cordoba;Total UCI;;
07/03/2020;Cordoba;Fallecimientos;0;
07/03/2020;Cordoba;Curados;;
07/03/2020;Cordoba;Nuevos casos;;
07/03/2020;Granada;Confirmados;0;
07/03/2020;Granada;Hospitalizados;;
07/03/2020;Granada;Total UCI;;
07/03/2020;Granada;Fallecimientos;0;
07/03/2020;Granada;Curados;;
07/03/2020;Granada;Nuevos casos;;
07/03/2020;Huelva;Confirmados;0;
07/03/2020;Huelva;Hospitalizados;;
07/03/2020;Huelva;Total UCI;;
07/03/2020;Huelva;Fallecimientos;0;
07/03/2020;Huelva;Curados;;
07/03/2020;Huelva;Nuevos casos;;
07/03/2020;Jaen;Confirmados;5;
07/03/2020;Jaen;Hospitalizados;;
07/03/2020;Jaen;Total UCI;;
07/03/2020;Jaen;Fallecimientos;0;
07/03/2020;Jaen;Curados;;
07/03/2020;Jaen;Nuevos casos;2;
07/03/2020;Malaga;Confirmados;22;
07/03/2020;Malaga;Hospitalizados;;
07/03/2020;Malaga;Total UCI;;
07/03/2020;Malaga;Fallecimientos;0;
07/03/2020;Malaga;Curados;;
07/03/2020;Malaga;Nuevos casos;4;
07/03/2020;Sevilla;Confirmados;5;
07/03/2020;Sevilla;Hospitalizados;;
07/03/2020;Sevilla;Total UCI;;
07/03/2020;Sevilla;Fallecimientos;0;
07/03/2020;Sevilla;Curados;;
07/03/2020;Sevilla;Nuevos casos;1;
06/03/2020;Spain;Confirmados;386;
06/03/2020;Spain;Hospitalizados;138;
06/03/2020;Spain;Total UCI;8;
06/03/2020;Spain;Fallecimientos;;
06/03/2020;Spain;Curados;;
06/03/2020;Spain;Nuevos casos;22;
06/03/2020;Andalucia;Confirmados;26;
06/03/2020;Andalucia;Hospitalizados;;
06/03/2020;Andalucia;Total UCI;;
06/03/2020;Andalucia;Fallecimientos;0;
06/03/2020;Andalucia;Curados;;
06/03/2020;Andalucia;Nuevos casos;11;
06/03/2020;Almeria;Confirmados;1;
06/03/2020;Almeria;Hospitalizados;;
06/03/2020;Almeria;Total UCI;;
06/03/2020;Almeria;Fallecimientos;0;
06/03/2020;Almeria;Curados;;
06/03/2020;Almeria;Nuevos casos;;
06/03/2020;Cadiz;Confirmados;0;
06/03/2020;Cadiz;Hospitalizados;;
06/03/2020;Cadiz;Total UCI;;
06/03/2020;Cadiz;Fallecimientos;0;
06/03/2020;Cadiz;Curados;;
06/03/2020;Cadiz;Nuevos casos;;
06/03/2020;Cordoba;Confirmados;0;
06/03/2020;Cordoba;Hospitalizados;;
06/03/2020;Cordoba;Total UCI;;
06/03/2020;Cordoba;Fallecimientos;0;
06/03/2020;Cordoba;Curados;;
06/03/2020;Cordoba;Nuevos casos;;
06/03/2020;Granada;Confirmados;0;
06/03/2020;Granada;Hospitalizados;;
06/03/2020;Granada;Total UCI;;
06/03/2020;Granada;Fallecimientos;0;
06/03/2020;Granada;Curados;;
06/03/2020;Granada;Nuevos casos;;
06/03/2020;Huelva;Confirmados;0;
06/03/2020;Huelva;Hospitalizados;;
06/03/2020;Huelva;Total UCI;;
06/03/2020;Huelva;Fallecimientos;0;
06/03/2020;Huelva;Curados;;
06/03/2020;Huelva;Nuevos casos;;
06/03/2020;Jaen;Confirmados;3;
06/03/2020;Jaen;Hospitalizados;;
06/03/2020;Jaen;Total UCI;;
06/03/2020;Jaen;Fallecimientos;0;
06/03/2020;Jaen;Curados;;
06/03/2020;Jaen;Nuevos casos;2;
06/03/2020;Malaga;Confirmados;18;
06/03/2020;Malaga;Hospitalizados;;
06/03/2020;Malaga;Total UCI;;
06/03/2020;Malaga;Fallecimientos;0;
06/03/2020;Malaga;Curados;;
06/03/2020;Malaga;Nuevos casos;9;
06/03/2020;Sevilla;Confirmados;4;
06/03/2020;Sevilla;Hospitalizados;;
06/03/2020;Sevilla;Total UCI;;
06/03/2020;Sevilla;Fallecimientos;0;
06/03/2020;Sevilla;Curados;;
06/03/2020;Sevilla;Nuevos casos;;
05/03/2020;Spain;Confirmados;364;
05/03/2020;Spain;Hospitalizados;130;
05/03/2020;Spain;Total UCI;8;
05/03/2020;Spain;Fallecimientos;;
05/03/2020;Spain;Curados;;
05/03/2020;Spain;Nuevos casos;126;
05/03/2020;Andalucia;Confirmados;15;
05/03/2020;Andalucia;Hospitalizados;;
05/03/2020;Andalucia;Total UCI;;
05/03/2020;Andalucia;Fallecimientos;0;
05/03/2020;Andalucia;Curados;;
05/03/2020;Andalucia;Nuevos casos;4;
05/03/2020;Almeria;Confirmados;1;
05/03/2020;Almeria;Hospitalizados;;
05/03/2020;Almeria;Total UCI;;
05/03/2020;Almeria;Fallecimientos;0;
05/03/2020;Almeria;Curados;;
05/03/2020;Almeria;Nuevos casos;;
05/03/2020;Cadiz;Confirmados;0;
05/03/2020;Cadiz;Hospitalizados;;
05/03/2020;Cadiz;Total UCI;;
05/03/2020;Cadiz;Fallecimientos;0;
05/03/2020;Cadiz;Curados;;
05/03/2020;Cadiz;Nuevos casos;;
05/03/2020;Cordoba;Confirmados;0;
05/03/2020;Cordoba;Hospitalizados;;
05/03/2020;Cordoba;Total UCI;;
05/03/2020;Cordoba;Fallecimientos;0;
05/03/2020;Cordoba;Curados;;
05/03/2020;Cordoba;Nuevos casos;;
05/03/2020;Granada;Confirmados;0;
05/03/2020;Granada;Hospitalizados;;
05/03/2020;Granada;Total UCI;;
05/03/2020;Granada;Fallecimientos;0;
05/03/2020;Granada;Curados;;
05/03/2020;Granada;Nuevos casos;;
05/03/2020;Huelva;Confirmados;0;
05/03/2020;Huelva;Hospitalizados;;
05/03/2020;Huelva;Total UCI;;
05/03/2020;Huelva;Fallecimientos;0;
05/03/2020;Huelva;Curados;;
05/03/2020;Huelva;Nuevos casos;;
05/03/2020;Jaen;Confirmados;1;
05/03/2020;Jaen;Hospitalizados;;
05/03/2020;Jaen;Total UCI;;
05/03/2020;Jaen;Fallecimientos;0;
05/03/2020;Jaen;Curados;;
05/03/2020;Jaen;Nuevos casos;;
05/03/2020;Malaga;Confirmados;9;
05/03/2020;Malaga;Hospitalizados;;
05/03/2020;Malaga;Total UCI;;
05/03/2020;Malaga;Fallecimientos;0;
05/03/2020;Malaga;Curados;;
05/03/2020;Malaga;Nuevos casos;2;
05/03/2020;Sevilla;Confirmados;4;
05/03/2020;Sevilla;Hospitalizados;;
05/03/2020;Sevilla;Total UCI;;
05/03/2020;Sevilla;Fallecimientos;0;
05/03/2020;Sevilla;Curados;;
05/03/2020;Sevilla;Nuevos casos;2;
04/03/2020;Spain;Confirmados;238;
04/03/2020;Spain;Hospitalizados;117;
04/03/2020;Spain;Total UCI;6;
04/03/2020;Spain;Fallecimientos;;
04/03/2020;Spain;Curados;;
04/03/2020;Spain;Nuevos casos;44;
04/03/2020;Andalucia;Confirmados;11;
04/03/2020;Andalucia;Hospitalizados;;
04/03/2020;Andalucia;Total UCI;;
04/03/2020;Andalucia;Fallecimientos;0;
04/03/2020;Andalucia;Curados;;
04/03/2020;Andalucia;Nuevos casos;;
04/03/2020;Almeria;Confirmados;1;
04/03/2020;Almeria;Hospitalizados;;
04/03/2020;Almeria;Total UCI;;
04/03/2020;Almeria;Fallecimientos;0;
04/03/2020;Almeria;Curados;;
04/03/2020;Almeria;Nuevos casos;;
04/03/2020;Cadiz;Confirmados;0;
04/03/2020;Cadiz;Hospitalizados;;
04/03/2020;Cadiz;Total UCI;;
04/03/2020;Cadiz;Fallecimientos;0;
04/03/2020;Cadiz;Curados;;
04/03/2020;Cadiz;Nuevos casos;;
04/03/2020;Cordoba;Confirmados;0;
04/03/2020;Cordoba;Hospitalizados;;
04/03/2020;Cordoba;Total UCI;;
04/03/2020;Cordoba;Fallecimientos;0;
04/03/2020;Cordoba;Curados;;
04/03/2020;Cordoba;Nuevos casos;;
04/03/2020;Granada;Confirmados;0;
04/03/2020;Granada;Hospitalizados;;
04/03/2020;Granada;Total UCI;;
04/03/2020;Granada;Fallecimientos;0;
04/03/2020;Granada;Curados;;
04/03/2020;Granada;Nuevos casos;;
04/03/2020;Huelva;Confirmados;0;
04/03/2020;Huelva;Hospitalizados;;
04/03/2020;Huelva;Total UCI;;
04/03/2020;Huelva;Fallecimientos;0;
04/03/2020;Huelva;Curados;;
04/03/2020;Huelva;Nuevos casos;;
04/03/2020;Jaen;Confirmados;1;
04/03/2020;Jaen;Hospitalizados;;
04/03/2020;Jaen;Total UCI;;
04/03/2020;Jaen;Fallecimientos;0;
04/03/2020;Jaen;Curados;;
04/03/2020;Jaen;Nuevos casos;;
04/03/2020;Malaga;Confirmados;7;
04/03/2020;Malaga;Hospitalizados;;
04/03/2020;Malaga;Total UCI;;
04/03/2020;Malaga;Fallecimientos;0;
04/03/2020;Malaga;Curados;;
04/03/2020;Malaga;Nuevos casos;;
04/03/2020;Sevilla;Confirmados;2;
04/03/2020;Sevilla;Hospitalizados;;
04/03/2020;Sevilla;Total UCI;;
04/03/2020;Sevilla;Fallecimientos;0;
04/03/2020;Sevilla;Curados;;
04/03/2020;Sevilla;Nuevos casos;;
03/03/2020;Spain;Confirmados;194;
03/03/2020;Spain;Hospitalizados;105;
03/03/2020;Spain;Total UCI;5;
03/03/2020;Spain;Fallecimientos;;
03/03/2020;Spain;Curados;;
03/03/2020;Spain;Nuevos casos;46;
03/03/2020;Andalucia;Confirmados;11;
03/03/2020;Andalucia;Hospitalizados;;
03/03/2020;Andalucia;Total UCI;;
03/03/2020;Andalucia;Fallecimientos;0;
03/03/2020;Andalucia;Curados;;
03/03/2020;Andalucia;Nuevos casos;1;
03/03/2020;Almeria;Confirmados;1;
03/03/2020;Almeria;Hospitalizados;;
03/03/2020;Almeria;Total UCI;;
03/03/2020;Almeria;Fallecimientos;0;
03/03/2020;Almeria;Curados;;
03/03/2020;Almeria;Nuevos casos;;
03/03/2020;Cadiz;Confirmados;0;
03/03/2020;Cadiz;Hospitalizados;;
03/03/2020;Cadiz;Total UCI;;
03/03/2020;Cadiz;Fallecimientos;0;
03/03/2020;Cadiz;Curados;;
03/03/2020;Cadiz;Nuevos casos;;
03/03/2020;Cordoba;Confirmados;0;
03/03/2020;Cordoba;Hospitalizados;;
03/03/2020;Cordoba;Total UCI;;
03/03/2020;Cordoba;Fallecimientos;0;
03/03/2020;Cordoba;Curados;;
03/03/2020;Cordoba;Nuevos casos;;
03/03/2020;Granada;Confirmados;0;
03/03/2020;Granada;Hospitalizados;;
03/03/2020;Granada;Total UCI;;
03/03/2020;Granada;Fallecimientos;0;
03/03/2020;Granada;Curados;;
03/03/2020;Granada;Nuevos casos;;
03/03/2020;Huelva;Confirmados;0;
03/03/2020;Huelva;Hospitalizados;;
03/03/2020;Huelva;Total UCI;;
03/03/2020;Huelva;Fallecimientos;0;
03/03/2020;Huelva;Curados;;
03/03/2020;Huelva;Nuevos casos;;
03/03/2020;Jaen;Confirmados;1;
03/03/2020;Jaen;Hospitalizados;;
